job_title,company,job_location,post_date,salary,job_url,job_description
SiteOps Data Center Production Operations Engineer,Meta,"Garland, TX",Posted 28 days ago,"$72,488 - $122,990 a year",https://www.indeed.com/rc/clk?jk=a01a9a5792332e28&fccid=ba07516c418dda52&vjs=3,"Facebook is seeking a forward thinking experienced Engineer to join the Production Operations team within Data Center Operations. Our data centers, and the tens of thousands of servers installed in them, are the foundation upon which our rapidly scaling infrastructure efficiently operates and upon which our innovative services are delivered. Facebook is at the leading edge of the global data center industry both in terms of how data centers are designed and operated. This person should enjoy working in a fast paced environment where adaptability and flexibility will be key to their success. We seek an IT professional with advanced hands-on technical skills in Networks, Server Hardware and Linux (ideally in a Data Center environment). Having extensive knowledge of managing servers and performing complex projects in a large-scale distributed data center environment is a core competency of this individual. The candidate should also have deep knowledge and experience in at least one of the following core areas: Networking, Project Management, Tool and Automation, Hardware and OS repair.
 


SiteOps Data Center Production Operations Engineer Responsibilities:  

Perform deep dives and analyze complex technical issues within the data center, ranging from automated tooling to hardware failures and network issues.
 Work as a technical lead with cross functional teams on large scale data center projects and initiatives.
 Provide cross data center support and identify potentially larger issues, displaying effective communication when something is identified.
 Work with internal hardware teams and vendors to help resolve complex technical issues, maintain high hardware quality levels and influence future design to ensure ease of serviceability.
 Understand/analyze issues and be able to update and develop scripts and smaller sets of software.
 Use data to drive maximum server fleet up-time and utilization rates, by understanding hardware failure rates and SLAs to customers. Identify trends and systemic issues in the fleet and drive resolution.
 Mentor team members to evaluate and identify better ways to resolve issues and define updates to tools and processes.
 Provide guidance and mentor technical leads and the go-to technical resource for management.
 Build cross functional relationships and have the ability to influence policies and procedures to improve global data center operations.
 Participate in an on-call rotation.




Minimum Qualifications: 

 Knowledge of Linux and hardware systems support in an Internet operations environment.
 Knowledge of the interdependencies of data center functions and technologies.
 Knowledge of out-of-band/lights-out server communication methods, such as IPMI and serial console.
 Experience managing multiple projects within the same time schedule.
 Knowledge of enterprise level networking and storage equipment installations.
 BS, BA or BEng in technical field or commensurate experience.
 Proven communication skills.
 Time and project management experience.
 5+ years of infrastructure or related experience.
 Experience in modifying and developing in commonly used scripting or programming languages.




Preferred Qualifications: 

 Experience in a large-scale data center environment.
 Experience in providing technical guidance to external vendors.







  Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. You may view our Equal Employment Opportunity notice here. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. We may use your information to maintain the safety and security of Meta, its employees, and others as required or permitted by law. You may view Meta's Pay Transparency Policy, Equal Employment Opportunity is the Law notice, and Notice to Applicants for Employment and Employees by clicking on their corresponding links. Additionally, Meta participates in the E-Verify program in certain locations, as required by law"
Connected Data Compliance Engineer,PACCAR,"Lewisville, TX 75067",Posted 30+ days ago,,https://www.indeed.com/rc/clk?jk=b4683c40cfbe93a8&fccid=c2c6a7536e4d9df3&vjs=3,"Company Information


 PACCAR is a Fortune 500 company established in 1905. PACCAR Inc is recognized as a global leader in the commercial vehicle, financial, and customer service fields with internationally recognized brands such as Kenworth, Peterbilt, and DAF trucks. PACCAR is a global technology leader in the design, manufacture and customer support of premium light-, medium- and heavy-duty trucks under the Kenworth, Peterbilt and DAF nameplates and also provides customized financial services, information technology and truck parts related to its principal business.

 Whether you want to design the transportation technology of tomorrow, support the staff functions of a dynamic, international leader, or build our excellent products and services, you can develop the career you desire with PACCAR. Get started!




 Requisition Summary


 The PACCAR Powertrain Organization is seeking a talented engineer to join the newly formed Connected Compliance team to help with new upcoming On-Board Diagnostics (OBD) data reporting to the California Air Resources Board (CARB). This position will utilize data analytics to analyze complex datasets to help validate regulatory compliance of the product and continuously monitor performance to identify issues & improvement opportunities. This position is located in beautiful Lewisville, TX.




 Job Functions / Responsibilities



 Perform OBD data analysis for regulatory compliance reporting of heavy-duty PACCAR Engines operating in North America.
 Conduct statistical data analysis on both, internal test development and production vehicle fleets to inform and report on trends/patterns observed.
 Support testing, validating, and reporting for Production Vehicle Evaluation, Heavy-Duty Inspection & Maintenance, and other programs as required.
 Collaborate with outside suppliers to perform data verification/validation for different vehicle fleets.
 Assimilate, aggregate and query data from remote diagnostics to develop status dashboards.
 Present information using data visualization techniques for easy interpretation of complex datasets.
 Prepare reports, as appropriate, incorporating results, conclusions, and recommendations.
 Establish and maintain cooperative and productive work relations with other departments and divisions.
 Participate in compliance data reviews with other team leads.
 Support other regulatory projects with different teams in North America and Europe as needed.
 Support responding to regulatory agency questions on product compliance.
 Some travel (up to 10%) required





 Qualifications



 Preferred 2 to 5 years of relevant work experience in analyzing and presenting complex datasets from multiple sources.
 Working knowledge of Tableau and SQL preferred.
 Proficiency in programming languages such as MATLAB, VBA, R, or Python is a plus.
 Familiarity with OBD, emissions regulations, and certification.
 Knowledge of vehicle CAN network technologies and associated communication protocols (UDS, J1979, J1939, KWP2000, etc.).
 Strong verbal and written communication skills.
 Ability to thrive in a team environment.
 Ability to manage personal workload and have the willingness, flexibility, and initiative to respond to shifting time & project demands 





 Education


 BS degree in electrical, mechanical, or similar technical field required; Advanced degree preferred.




 PACCAR Benefits


 As a U.S. PACCAR employee, you have a full range of benefit options including:

 401k with up to a 5% company match
 Fully funded pension plan that provides monthly benefits after retirement
 Comprehensive paid time off – Minimum of 10 paid vacation days (additional days are provided with additional seniority/years of service), 12 paid holidays, and sick time
 Tuition reimbursement for continued education
 Medical, dental, and vision plans for you and your family
 Flexible spending accounts (FSA) and health savings account (HSA)
 Paid short-and long-term disability program
 Life and accidental death and dismemberment insurance
 EAP services including wellness plans, estate planning, financial counseling and more





 Additional Job Board Information



 PACCAR is an Equal Opportunity Employer/Protected Veteran/Disability and E-Verify Employer.
 Hiring Location: Lewisville, TX"
Data Engineer,Evaya Data Systems,"Allen, TX",Posted 30+ days ago,,https://www.indeed.com/rc/clk?jk=762dcef94f0ba06f&fccid=d3963513239ea6de&vjs=3,"The engineering team consists of talented, team-oriented individuals who are empowered to take advantage of the latest cloud and distributed technologies to deliver reliable, high-throughput applications.  As a Data Engineer, you’ll employ your skills on a daily basis to design and build data processing and storage applications to handle millions of transactions per day. You will analyze business requirements and consult with the broader team to ensure successful processing, storage and reporting of our Big Data. You’ll have a wide variety of languages and technologies at your disposal that you can use to solve problems. Your work will directly shape and create our data architecture to ultimately deliver systems that stand up to unpredictable environments at massive scale.
 Technical Skills Needed:

5 years of working with following technology stack: Core languages are Java and C#; RESTful services, jQuery, SQL Server, Hadoop, Hive, HBase, Storm, Spark, and AWS Services such as Kinesis, DynamoDB, Redshift, Lamda, and SQS.
Growing track record of success or the groundwork to be an impactful member of the team. We’re looking for candidates that exhibit many of the following skills/attributes:
Strong Educational Background
Hands-on Engineering experience in

Problem solving and debugging skills
Writing and deploying code the Linux, Windows, or cloud environments
Familiarity with algorithms and performance analysis
Willingness to contribute to the operational responsibility of the team’s applications

Some experience with one or more of the following:

Relational Databases & SQL NoSQL databases (Cassandra, Redis, DynamoDB, MongoDB)
Big Data tools such as Hadoop, Hive, EMR, Storm, Spark, DynamoDB, HBase"
Data Science/ Machine Learning Engineer,ICS Global Soft,"Irving, TX 75038 (Cottonwood area)",Posted 30+ days ago,,https://www.indeed.com/rc/clk?jk=1b3a3771dab71412&fccid=0e79b4b653bf4742&vjs=3,"Machine Learning Engineer responsibilities include creating machine learning models and retraining systems. To do this job successfully, you need exceptional skills in statistics and programming. If you also have knowledge of data science and software engineering, we’d like to meet you.


Responsibilities:


Study and transform data science prototypes
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results


Requirements:


Proven experience as a Machine Learning Engineer or similar role
Understanding of data structures, data modeling and software architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Excellent communication skills
Ability to work in a team

Mail Resume to ICS Global Soft, INC, 1231 Greenway Drive STE # 375, Irving TX 75038."
Sr Java Data Engineer,Intone Networks,"Plano, TX 75023",Posted 30+ days ago,Contract,https://www.indeed.com/rc/clk?jk=83d76faaf5fadfbb&fccid=3ed0572c448b2368&vjs=3,"QUALIFICATIONS · 5+ years of total IT experience · 3+ years of experience as a Data Engineer, having built large and complex data pipelines. · Experience designing, building and operationalizing large scale enterprise data solutions and applications using AWS data and analytics services in combination with other services/platforms o Spark, EMR, RedShift, Kinesis, Kinesis Firehose, Athena, Lambda & AWS Glue · Thorough knowledge of AWS concepts for use in day-to-day development regarding security, networking, and other concepts. o This will require understanding how IAM Roles, VPCs, Security Groups, Access Control Lists, Lifecycle Policies, etc., and will impact the products built in this role. o Must also know how to adjust those pieces. · Experience integrating with orchestration tools for data pipeline and workflow management such as: AWS Step Functions, Airflow, etc. · Experience implementing streaming big-data pipelines as well as batch job flows in AWS · Able to implement a change data capture (CDC). Needs to have this experience. · Able to support and contribute towards the building of end-to-end products on AWS in all aspects including Development, DevOps, designing, architecting, testing, and maintenance/operations. · Advanced working SQL knowledge and experience working with relational databases and NoSQL databases. · Experience designing and build production data pipelines from ingestion to consumption within a big data architecture, using Java, Scala. · Must have experience with infrastructure-as-code tools such as Terraform (preferably) or CloudFormation. · Knowledge of software engineering best practices across the development lifecycle, including agile methodologies, coding standards, code reviews, source management, build processes, testing, and operations. · Understanding of concepts regarding security, privacy, performance, etc. · Kubernetes experience for developing, deploying, and orchestrating microservices."
Data Engineer - APM Technology (Hybrid),Citi,"Irving, TX",Posted 30+ days ago,"$116,880 - $175,320 a year",https://www.indeed.com/rc/clk?jk=486f6b8e6c1ff8fd&fccid=5bcd1ef0a7f4fb99&vjs=3,"The Data Engineer/APM Lead Analyst is a senior-level position responsible for leading a variety of engineering activities including the design, acquisition and deployment of hardware, software and network infrastructure in coordination with the technology team. The overall objective of this role is to lead efforts to ensure quality standards are being met within existing and planned frameworks.  Responsibilities:

 Expert in Application Performance Management/APM technology such as AppDynamics
 Experience creating product strategy
 Define necessary system enhancements to deploy new products and process enhancements
 Experience in automating solutions at wide or global scale
 Performance optimization and root cause analysis
 Exhibit knowledge of how employee's own specialty area contributes to the business and apply knowledge of competitors, products and services
 Advise or mentor junior team members
 Impact engineering functions by influencing decisions through advice, counsel or facilitating services
 Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.  Qualifications:
 6-10 years of relevant experience in an engineering role
 Experience working in financial services or a large complex and/or global environment
 Project management experience
 Consistently demonstrates clear and concise written and verbal communication
 Comprehensive knowledge of design metrics, analytics tools, benchmarking activities and related reporting to identify best practices
 Demonstrated analytic/diagnostic skills
 Ability to work in a matrix environment and partner with virtual/globally-distributed teams
 Ability to work independently, multi-task, and take ownership of various parts of a project or initiative
 Ability to work under pressure and manage tight deadlines or unexpected changes in requirements
 Proven track record of operational process change and improvement  Education:
 Bachelor’s degree/University degree or equivalent experience
 Master’s degree preferred


 -
 Job Family Group: Technology
  -
 Job Family: Systems & Engineering
  -
 Time Type: Full time
  -
 Primary Location: Irving Texas United States
  -
 Primary Location Salary Range: $116,880.00 - $175,320.00
  -
 Citi is an equal opportunity and affirmative action employer.

 Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

 Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.

 View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.
 View the EEO Policy Statement.
 View the Pay Transparency Posting"
Data Engineer,Greystar Real Estate Partners LLC,"Remote in Irving, TX 75038",Posted 30+ days ago,Full-time,https://www.indeed.com/rc/clk?jk=aa4c76bbb279dc6d&fccid=2acd6fee0f6b700e&vjs=3,"At Greystar, we've launched a program aimed at bringing the real estate leasing experience for residents into the digital era.
 
 As a data engineer, you will join the global Enterprise Data Organization and Apex Organization, which builds a resident-centric ecosystem of products that enable a 360 view of the prospect/resident to improve operational efficiency and resident satisfaction.
 
 You will provide data capabilities and build out a common data model that supports 360 view of our prospect/resident powered by Azure SQL, Synapse data warehouse, and Microsoft Customer Insights. You will also work and support our industry-changing products and features designed to make shopping for an apartment more streamlined, e-commerce friendly, and efficient.
 
 With your help, we will improve our customer’s apartment shopping journey and enable business intelligence to help us personalize the apartment shopping experience for our residents.
 
 The successful candidate will have a strong sense of teamwork, personal integrity, accountability, and the ability to understand business functions and requirements, translating to innovative working applications while navigating competing priority tradeoffs.
 
 JOB DESCRIPTION


 What You Will do

 100% hands-on development – develop and unit test database code, including but not limited to T-SQL, stored procedures, functions and views.
 Create and maintain database structures
 As part of the Scrum team, you will work with BAs, Scrum Master, Leads and engineers to provide data support to our products and build creative solutions and features to move our product roadmap forward.
 Participate in the design of databases, using first, second or third normalized form as needed to support business requirements.
 Create and deploy ADF pipelines, adhering to Greystar’s standards and documented best practices.
 Perform analysis of complex data and document findings.
 Prepare data for prescriptive and predictive modeling.
 Combine raw data from different external sources.
 Collaborate with data scientists and architects.
 Play a direct role in the maintenance, technical support, documentation, and administration of databases.



 Who You Are

 Strong problem solver with excellent communication skills
 Have a growth mindset with a desire to learn and embrace challenges.
 Innovative and passionate about your work
 ""Self-starter"" attitude and the ability to make decisions independently.

 What You Have

 Minimum of 3 years of relevant experience in database design and development
 Minimum of 2 years of relevant experience in working with Azure PaaS databases
 Minimum of 1 year of relevant experience working with Azure Data Factory.
 Minimum of 1 year of relevant experience working with Azure Data Lakes Gen 2.
 Working knowledge of Azure Synapse.
 Preferred: Experience with Customer Insights and/or Dataverse.
 Preferred: Experience with Power BI.
 Bachelor’s in Computer Science, related field, or equivalent work experience

 Technical Pre-screening test will be required for all candidates
 What the Right Candidate will Enjoy!

 100% Remote flexibility!
 Competitive pay, benefits, and overall compensation packages.
 The chance to be part of a technology team for a thriving organization that prioritizes accountability, respect, and operational excellence!
 The opportunity to join a thriving, highly visible organization during its technology transformation!


 The base compensation rate will vary based on education, experience, skills, and geographic location, as applicable. 

Greystar seeks to attract, recruit, advance and retain top talent. Greystar’s compensation strategy is tailored to appropriately reward the skillset and experience that a team member will bring to the organization.

 Depending on the position offered, regular full-time and part-time team members may be eligible to participate in a bonus program in addition to their salary. Team members may also participate in the 401k plan, once eligible. Regular, full-time team members are offered a range of medical, financial, and other benefits from which to choose.

 For Union and Prevailing Wage roles compensation and benefits may vary from the listed information above due to Collective Bargaining Agreements and/or local governing authority.

 Greystar will consider for employment qualified applicants with arrest and conviction records."
Data Engineer - 3,Hearst Media Services,"Dallas, TX 75206 (M Streets area)",Posted 30+ days ago,Full-time,https://www.indeed.com/rc/clk?jk=946ddb11b8f1d4b8&fccid=02bd2bdda97deebf&vjs=3,"About Us 
Homecare Homebase, a subsidiary of Hearst Corporation is a market leader in healthcare software development providing mobile cloud-based solutions for clinical, operational, and financial improvement of homecare and hospice agencies throughout the United States. Our software enables real time solutions for wireless information exchange and communication between office staff, field staff, and physicians. 
Our success is fueled by our talented technology teams that are driven by their passion to make a difference in patient care. Our employees work in a culture that is guided by values of caring, action, respect, excellence, and smile (a positive attitude). If you want to work in a role where your skills have a direct influence on patient care, Homecare Homebase is the next step in your career. We are hiring technologists that want to make a difference. 

DATA ENGINEER 
As a Data Software Engineer at HCHB, you will be designing and building data and analytics solutions to enable better business outcomes for our customers. You will work across organization stakeholders to understand solution requirements and determine solution design. 
During development of data sets for business analysis and operations, you will collect, aggregate, and organize structured/unstructured data from multiple internal and external sources to enable the presentation of patterns, insights, and trends to decision-makers. 
Your goal is to support the use of data-driven insights by data analysts, visualization designers and reports users both at our customer agencies and internally. These insights help our customers achieve business outcomes and objectives. 
The development environment is SAFe Agile. Our focus is to excel at quality through a focus on automated testing, codifying operational requirements in our development (DevOps) and use of continuous integration. 

ESSENTIAL DUTIES AND RESPONSIBILITIES: 
Responsibilities for the (job title) can vary, but should include: 

Translate business requirements to technical solutions leveraging strong business acumen. 
Analyze current business practices, processes, and procedures as well as identifying future business opportunities for leveraging Microsoft Azure Data & Analytics PaaS and DaaS. 
Work in a hybrid Azure environment to deliver data solutions. 
Use on-premises expertise in Microsoft SSIS, SQL Server dimensional models and relational models to deliver quality solutions. 
Deliver tight, quality T-SQL code optimized to the operational environment. 
Deliver designs for transformations and modernizations of enterprise data solutions using Azure cloud data technologies. 
Provide expertise and value in migrating to a full Azure PaaS/DaaS solution including Data Lake, Azure SQL Server, other Azure databases, and Azure Synapse. 
Design and Build Modern Data Pipelines and Data Streams 


REQUIRED SKILLS: 

Relevant professional experience with clinical and/or financial data, preferably in the healthcare field. 
Demonstrated experience of turning business use cases and requirements to technical solutions. Experience in business process mapping of data and analytics solutions. 
Hands-on experience in SQL Server relational and dimensional environments. 
Hands-on experience with Azure Data & Analytics PaaS Services: Azure Data Factory, Azure Data Lake, Azure DataBricks, Azure Cosmos DB, Azure SQL DW, and Azure SQL. 
Experience with Git/Azure DevOps. 
Knowledge of Lambda and Kappa architecture patterns. 
Knowledge of Master Data Management (MDM) and Data Quality tools and processes. 
Working experience with Visual Studio, PowerShell Scripting, and ARM templates. 


Preferred Capabilities: 

One or more of the Microsoft Azure Role-Based Certifications (https://www.microsoft.com/en-us/learning/browse-all-certifications.aspx?certificationtype=role-based) 
Ability to conduct data profiling, cataloging, and mapping for technical design and construction of technical data flows. 
The ability to apply such methods to solve business problems using one or more Azure Data and Analytics services in combination with building data pipelines, data streams, and system integration. 
Demonstrated experience preparing data and building data pipelines for AI Use Cases (text, voice, image, etc.…). 
Designing and building Data Pipelines using streams of data. 
Preferred degree in software engineering, computer operations. 


EXPERIENCE: 

Experience in an Information Technology environment working with relational and dimensional data modeling and data programming experience utilizing SQL Server, Azure SQL Server, Azure Cosmos DB and Azure Synapse 
Experience developing using Microsoft T-SQL, Microsoft SSIS packages or other ETL products, Azure Data Factory and Azure Data Bricks. 
Experience working in a HIPAA/HI-TECH compliant environment preferred. 
Experience working in an Agile DevOps environment, preferring SAFe Agile. 


HCHB requires all applicants to be US citizens or have a green card allowing them to work in the US without being subject to export control restrictions.



Degree Level : Bachelor's Degree"
"Data Engineer II, Store Operations - Dallas, TX",H-E-B,"Dallas, TX 75220 (Northwest Dallas area)",Posted 30+ days ago,Full-time,https://www.indeed.com/rc/clk?jk=2bd15e1ce281b509&fccid=c629e32155ebd42c&vjs=3,"Overview: 
 H-E-B is one of the largest, independently owned food retailers in the nation operating over 420+ stores throughout Texas and Mexico, with annual sales generating over $34 billion. Described by industry experts as a daring innovator and smart competitor, 
 H-E-B has led the way with creative new concepts, outstanding service and a commitment to diversity in our workforce, workplace and marketplace. 
 H-E-B offers a wealth of career opportunities to our 145,000+ Partners (employees), competitive compensation and benefits program and comprehensive training that lead to successful careers.
  Responsibilities: 
 
 About H-E-B


H-E-B is one of the largest, independently owned food retailers in the nation operating over 400 stores throughout Texas and Mexico, with annual sales generating over $34 billion. Described by industry experts as a daring innovator and smart competitor, H-E-B has led the way with creative new concepts, outstanding service and a commitment to diversity in our workforce, workplace and marketplace. H-E-B offers a wealth of career opportunities to our 145,000+ Partners (employees), competitive compensation and benefits program and comprehensive training that lead to successful careers.
 


 H-E-B Digital is seeking new team members (Partners)! Since our inception, we’ve been investing heavily in our customers’ digital experience, reinventing how they find inspiration from food, how they make food decisions, and how they ultimately get food into their homes. This is an exciting time to join H-E-B Digital, and we’re hiring across the stack: front-end web and mobile, full-stack, and backend engineering. We’re using the best available technologies to deliver modern, engaging, reliable, and scalable experiences to meet the needs of our growing audience. Our digital solutions are growing in popularity and adoption—like Curbside and Home Delivery—so you’ll get the opportunity to define the user experience for millions of customers and hundreds of thousands of Partners. If you’re someone who enjoys taking on new challenges, working in a rapidly changing environment, learning new skills, and applying it all to solve large and impactful business problems, we want you as part of our team.
  
 Our Partners thrive The 
  H-E-B Way. In the 
  Data Engineer II position, that means you have a…
 


 HEART FOR PEOPLE… you can organize multiple engineers, negotiate solutions, and provide upward communication
 

 HEAD FOR BUSINESS… you consistently demonstrate and uphold the standards of coding, infrastructure, and process
 

 PASSION FOR RESULTS… you’re capable of high-velocity contributions in multiple technical domains
  

What you’ll do


 Work with HEB Digital teams to provide data solutions for store operations
 Contribute to existing data platforms and implement new technologies
 Develop a deep understanding of HEB’s data and become a domain expert
 Ensure data is distributed in a timely and accurate manner
 Make data discoverable and accessible to business users
 Operate independently with assistance from more experienced developers as needed
 Contribute to overall system design, architecture, security, scalability, reliability, and performance of applications
 Mentor and provide support to junior developers


 Projects you’ll impact


 POS Data Transformation - Architect and develop a streaming point-of-sale (POS) data pipeline to support all downstream systems and analytics. The system will be fault tolerant and involve a cloud/on-premise hybrid approach making the data more accessible.
 New Labor Modeling Focus - Building out a new cloud data management process for labor modeling that will provide the future for data science & analytics of labor rates, scheduling, financial budgeting, and A/B testing. This will include a cloud architected approach to the analytics and supporting data.
 Store Operations Cloud First Integrations - Migrate existing data warehousing pipelines and patterns from existing ETL tools to a cloud approach using a data lake architecture with dynamic processing capacity. Use various new tools and technologies to implement the next generation of data analytical systems at H-E-B. Work with other data engineers on retooling, new standards, and new processes around data management/pipelines in AWS.


 Who You Are?


 2+ years of data engineering experience
 Proficient with data technologies (e.g. Spark, Kinesis, Kafka, Airflow, Oracle, PostgreSQL, Redshift, Presto, etc.)
 Experienced with designing and developing ETL data pipelines using tools such as Airflow, Nifi, or Kafka.
 Strong understanding of SQL and data modeling
 Understanding of Linux, Amazon Web Services (or other cloud platforms), Python, Docker, and Kubernetes
 Experienced with common software engineering tools (e.g., Git, JIRA, Confluence, or similar)
 Bachelor's degree in computer science or comparable field or equivalent experience
 A proven understanding and application of computer science fundamentals: data structures, algorithms, design patterns, and data modeling


 What are the Perks?


   A robust Benefits plan with coverage starting Day One
   Dental, vision, life, and other insurance plans; flexible spending accounts; short term / long term disability coverage
   Partner Care Team, for any time you have healthcare or coverage questions
   Telehealth offers 24/7 access to board-certified doctors by phone
   Partner Guidance allows free counselor visits
   Funeral leave, jury duty, and military pay (subject to applicable law)
   Maternal / paternal leave for new parents, including adoptions
   10% off H-E-B brand products in-store and online
   Eligibility to participate in 401(k)
   Opportunity to become a “Partner-Owner” after 12 months
 


 Who We Are
 H-E-B is one of the largest, independently owned food retailers in the nation, operating over 400 stores throughout Texas and Mexico, with annual sales generating over $25 billion
   We hire talented people (109,000+ Partners), and give them autonomy to be creative in how they impact the business
   We’re a Partner-driven company with a Bold Promise – Because People Matter
   We embrace Diversity and Inclusion as core values, and support them with thriving company-wide programs
   We’re a truly original Texas-based company that created the Spirit of Giving to help Texas communities every day
   Once eligible, our Partners become Owners in the company. “Partner-owned” means our most important resources—People—drive the innovation, growth, and success that make H-E-B The Greatest Retailing Company
 


 Hiring in Dallas, Austin, & San Antonio locations!



 DATA3232"
Data Science Engineer,Abbott Laboratories,"Plano, TX",Posted 30+ days ago,"$71,300 - $142,700 a year",https://www.indeed.com/rc/clk?jk=07c60fe67d590b13&fccid=77426fa86bb11d7c&vjs=3,"Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 115,000 colleagues serve people in more than 160 countries.

 Data science Engineer


 


Make an impact! At Abbott we’re empowering people to manage their health with digital technologies that interface with the nervous system. This opportunity directly supports Abbott’s Neuromodulation business, a fast-growing business, offering the most innovative Spinal Cord and Deep Brain Simulation platforms in the market. Abbott’s Neuromodulation business has a large Product Development site in Plano (Dallas), Texas, where this position is based. Abbott is creating groundbreaking high-quality products designed and built with the betterment of human life as the primary focus. It’s our people who make this all happen. We are thinkers, problem solvers, and innovators working together to constantly challenge the status quo.


 The Data Scientist is responsible for analyzing and interpreting complex raw data, transforming it into valuable insights and algorithms that align with neural technologies. The Data Scientist contributes technical expertise in the innovation, design, enhancement, testing, and implementation of data-driven solutions that integrate with the system. Additionally, they collaborate closely with business stakeholders to identify the key components of successful product designs and substantiate claims related to the design and its underlying mechanisms. By cultivating and disseminating their expertise, the Data Scientist ensures that all data-driven decisions are supported by robust and credible scientific evidence.




 DUTIES:



 Develop scalable machine learning pipelines and employ feature engineering and optimization techniques to enhance data set performance
 Collaborate with Technologists to integrate and process data feeds, creating and testing new scalable data sets
 Utilize various programming languages to transform big data into actionable insights
 Generate extensive databases from diverse sources of structured and unstructured data






 Analyze data and produce statistical information to identify trends and patterns
 Understand product delivery phases and provide expert analysis across product life cycles, contributing to decision-making processes
 Translate technical data into simple language, delivering recommendations and conclusions to stakeholders
 Create interactive dashboards that incorporate real-time data and visuals, experience with Power BI is a plus
 Assess complex technical challenges and define solutions to address business imperatives






 Work with cross-functional teams, including product management, development, quality, regulatory, and operations, to develop innovative strategies and business architectures
 Engage with non-technical stakeholders to comprehend business needs and define technical architecture requirements for next-generation products
 Interface with third-party software companies to integrate, optimize, and stabilize platform system software
 Mentor cross-functional teams on system usage and product integration across regulated and non-regulated software products
 Provide senior management with data on current trends and threats in the Firmware and Software industry






 QUALIFICATIONS



 Bachelor's degree in Computer Science, Electrical Engineering, Computer Engineering, Biomedical Engineering (with neural experience), Data Science, or a related technical field
 4+ years of experience as an engineer or data scientist
 2+ years of experience with data analytics and Machine Learning, including linear and non-linear regression, logistic regression, models, classification techniques, clustering, dimensionality reduction, k-NN, and pipeline development






 Experience in AI techniques and their application in data analysis and processing
 Experience in data visualization and presenting data in graphical or pictorial formats like power bi
 Proficiency in designing algorithms and using statistical and problem-structuring methods
 Ability to clean and validate data for uniformity and accuracy
 Proficiency in various programming languages, such as Java, C, C++, Python, R, and strong coding skills






 Basic understanding of statistical methods for analyzing and drawing conclusions from research data
 Ownership mentality with the ability to independently manage complex initiatives and projects, proactively seeking solutions to arising issues
 Solid verbal, written, and interpersonal communication skills, with the ability to effectively communicate at multiple levels within the organization
 Ability to leverage and/or engage others to achieve project goals
 Capacity to contribute to multiple projects and demands simultaneously






 Ability to work both within a team and independently in a fast-paced, agile environment
 Strong technical leadership and the ability to continuously build, leverage, and influence a large network of senior technology and business experts across a diverse enterprise and external partners: vendors, standards bodies, analysts, and academia



 The base pay for this position is $71,300.00 – $142,700.00. In specific locations, the pay range may vary from the range posted."
